e_id;geo_name;loc;geonamesid;time;time_norm;actor
292;Malaysia;[u'2.316667 111.55'];1733045;2009;2009-01-01;K. Rajagopal
293;Kulim;[u'5.36 100.54972222222'];1734392;2007;2007-01-01;B. Sathianathan
294;Kedah;[u'6.1283333333333 100.36277777778'];1733048;2007;2007-01-01;B. Sathianathan
295;New York;[u'43 -75'];5128638;1885;1885-01-01;Elbridge G. Lapham
296;New York;[u'43 -75'];5128638;1885;1885-01-01;Roscoe Conkling
297;New York;[u'43 -75'];5128638;1885;1885-01-01;Dennis McCarthy
298;Albany;[u'42.65 -73.766666666667'];5106834;1885;1885-01-01;Elbridge G. Lapham
299;Albany;[u'42.65 -73.766666666667'];5106834;March 3, 1885;1885-03-03;William M. Evarts
300;Albany;[u'42.65 -73.766666666667'];5106834;November 1884;1884-11-01;Edward Cooper
301;New York;[u'43 -75'];5128638;January 20;1885-01-20;David B. Hill
302;Guernsey;[u'49.45 -2.5833333333333'];3042362;1920;1920-01-01;Jack Walker
303;Northerners A.C.;[u'49.4837 -2.54698'];;1920;1920-01-01;Jack Walker
304;Blackburn Rovers F.C.;[u'53.728569444444 -2.4892055555556'];;1920;1920-01-01;Jack Walker
305;Jersey;[u'49.19 -2.11'];3042142;1920;1920-01-01;Jack Walker
306;Nigeria;[u'9 8'];2328926;2012;2012-01-01;Lauryn Hill
307;Nigeria;[u'9 8'];2328926;2012;2012-01-01;Professor Green
308;Nigeria;[u'9 8'];2328926;2012;2012-01-01;DJ Semtex
309;Empire of Japan;[u'35.683333333333 139.76666666667'];;February 1943;1943-02-01;Woodrow Wilson
310;Empire of Japan;[u'35.683333333333 139.76666666667'];;1916;1916-01-01;Charles Evans Hughes
311;Naval War College;[u'41.506667 -71.328889'];;May;1922-05-01;Franklin Delano Roosevelt
312;Pearl Harbor;[u'21.361944 -157.953611'];5852289;1942;1942-01-01;Willis Augustus Lee
313;Wilmington;[u'34.223333333333 -77.912222222222'];4499379;27 June 1947;1947-06-27;John W. Wilcox, Jr.
314;Butaritari;[u'3.1677777777778 172.82583333333'];2110226;1942;1942-01-01;Willis Augustus Lee
315;Camden;[u'39.9368 -75.1066'];4501018;3 May;1937-05-03;Carl Vinson
316;Tarawa;[u'1.4333333333333 173'];2110075;1942;1942-01-01;Willis Augustus Lee
317;Newport News Shipbuilding;[u'36.99208 -76.44507'];;January 1937;1937-01-01;Carl Vinson
318;Abemama;[u'0.39962222222222 173.87683888889'];7521582;1942;1942-01-01;Willis Augustus Lee
319;Scapa Flow;[u'58.9 -3.05'];2638425;14 June 1938;1938-06-14;John W. Wilcox, Jr.
320;Scapa Flow;[u'58.9 -3.05'];2638425;4 April;1942-04-04;Harold Rainsford Stark
321;Scapa Flow;[u'58.9 -3.05'];2638425;4 April;1942-04-04;George VI
322;Nauru;[u'-0.53333333333333 166.93333333333'];2110425;1942;1942-01-01;Willis Augustus Lee
323;Brooklyn Navy Yard;[u'40.702763888889 -73.973436111111'];5128621;January 1937;1937-01-01;Carl Vinson
324;Hvalfjörður;[u'64.301153 -21.861428'];3415843;4 April;1942-04-04;Harold Rainsford Stark
325;Kavieng;[u'-2.5666666666667 150.8'];2094342;1942;1942-01-01;Willis Augustus Lee
326;Philadelphia Naval Shipyard;[u'39.89 -75.18'];;January 1937;1937-01-01;Carl Vinson
327;Tongatapu;[u'-21.211388888889 -175.15305555556'];4032277;15 May;1942-05-15;Harold Rainsford Stark
328;New Ireland;[u'-3.33 152'];2089694;1942;1942-01-01;Willis Augustus Lee
329;Federal Shipbuilding and Drydock Company;[u'40.72388889 -74.10611111'];;3 May;1937-05-03;Carl Vinson
330;Battle of Jutland;[u'56.7 5.8666666666667'];;1 April 1937;1937-04-01;Claude A. Swanson
331;Battle of Jutland;[u'56.7 5.8666666666667'];;1 April 1937;1937-04-01;Cordell Hull
332;Battle of Jutland;[u'56.7 5.8666666666667'];;1 April 1937;1937-04-01;Joseph Grew
333;Battle of Jutland;[u'56.7 5.8666666666667'];;1 April 1937;1937-04-01;William Harrison Standley
334;Battle of the Philippine Sea;[u'20 130'];;1942;1942-01-01;Willis Augustus Lee
335;Kwajalein;[u'8.7166666666667 167.73333333333'];7303502;1942;1942-01-01;Willis Augustus Lee
336;Roi-Namur;[u'9.396111 167.475833'];2079985;1942;1942-01-01;Willis Augustus Lee
337;Puget Sound Naval Shipyard and Intermediate Maintenance Facility;[u'47.55833 -122.64417'];7267213;1942;1942-01-01;Willis Augustus Lee
338;Chuuk Lagoon;[u'7.43333333 151.85'];;1942;1942-01-01;Willis Augustus Lee
339;Tinian;[u'15 145.63333333333'];4041647;1942;1942-01-01;Willis Augustus Lee
340;North Carolina;[u'35.5 -80'];4482348;February 1943;1943-02-01;Woodrow Wilson
341;Woleai;[u'7.3666666666667 143.9'];2081187;1942;1942-01-01;Willis Augustus Lee
342;Jayapura City;[u'-2.5333333333333 140.71666666667'];2082600;1942;1942-01-01;Willis Augustus Lee
343;Bayonne, New Jersey;[u'40.6624 -74.1102'];5095445;27 June 1947;1947-06-27;John W. Wilcox, Jr.
344;Pohnpei;[u'6.85 158.21666666667'];2081551;1942;1942-01-01;Willis Augustus Lee
345;Mariana Islands;[u'16.13333333 145.75'];;1942;1942-01-01;Willis Augustus Lee
346;Tanapag;[u'15.239 145.756'];;1942;1942-01-01;Willis Augustus Lee
347;Leyte;[u'10.833333333333 124.83333333333'];;March;1943-03-01;Willis Augustus Lee
348;Luzon;[u'16 121'];1704846;March;1943-03-01;Willis Augustus Lee
349;Visayas;[u'11 123.5'];1679788;March;1943-03-01;Willis Augustus Lee
350;geography of Taiwan;[u'23.766666666667 121'];;November;1943-11-01;Willis Augustus Lee
351;Indochina;[u'16 102'];;November;1943-11-01;Willis Augustus Lee
352;Ryukyu Islands;[u'26.332807 127.749023'];1855629;November;1943-11-01;Willis Augustus Lee
353;Honshu;[u'36 138'];1862185;November;1943-11-01;Willis Augustus Lee
354;New York Shipbuilding Corporation;[u'39.910833333333 -75.122222222222'];;January 1937;1937-01-01;Carl Vinson
355;Naval War College;[u'41.506667 -71.328889'];;October;1935-10-01;William S. Pye
356;Panama Canal;[u'9.08 -79.68'];;15 May;1942-05-15;Harold Rainsford Stark
357;USS North Carolina;[u'34.236447 -77.954242'];4496088;February 1943;1943-02-01;Woodrow Wilson
358;USS North Carolina;[u'34.236447 -77.954242'];4496088;1 April 1937;1937-04-01;Joseph M. Reeves
359;Mannheim;[u'49.483611111111 8.4630555555556'];2873891;28 September 1948;1948-09-28;Alain Connes
360;Mannheim;[u'49.483611111111 8.4630555555556'];2873891;28 September 1948;1948-09-28;Daniel Quillen
361;University of Münster;[u'51.964 7.613'];;28 September 1948;1948-09-28;Alain Connes
362;Black Mountains, Wales;[u'51.95 -3.1'];2655461;23 September 1972;1972-09-23;Nicole Cooke
363;Abergavenny;[u'51.833055555556 -3.0172222222222'];2657815;23 September 1972;1972-09-23;Nicole Cooke
364;Wales;[u'52.349602 -3.637848'];2634895;23 September 1972;1972-09-23;Nicole Cooke
365;Kuala Lumpur;[u'3.1597222222222 101.7'];1733046;23 September 1972;1972-09-23;Nicole Cooke
366;Manchester;[u'53.466666666667 -2.2333333333333'];2643123;23 September 1972;1972-09-23;Nicole Cooke
367;Bruges;[u'51.209444444444 3.22'];2800931;March 17, 1971;1971-03-17;Casper Bouman
368;Cádiz;[u'36.516666666667 -6.2833333333333'];2520600;March 17, 1971;1971-03-17;Casper Bouman
369;De Panne;[u'51.1019 2.5917'];2799578;March 17, 1971;1971-03-17;Casper Bouman
370;Sydney;[u'-33.869444444444 151.20833333333'];2147714;March 17, 1971;1971-03-17;Casper Bouman
371;Athens;[u'38 23.716666666667'];264371;March 17, 1971;1971-03-17;Casper Bouman
372;London;[u'51.507222222222 -0.1275'];2643743;March 17, 1971;1971-03-17;Casper Bouman
373;Perth;[u'-31.952222222222 115.85888888889'];2063523;March 17, 1971;1971-03-17;Casper Bouman
374;King's College London;[u'51.511944444444 -0.11611111111111'];;23 May 1949;1949-05-23;David Chilton Phillips
375;King's College London;[u'51.511944444444 -0.11611111111111'];;1973;1973-01-01;Christine Orengo
376;National Institute for Medical Research;[u'51.6175 -0.2198'];;23 May 1949;1949-05-23;David Chilton Phillips
377;Birkbeck, University of London;[u'51.521728 -0.129338'];;23 May 1949;1949-05-23;David Chilton Phillips
378;University of London;[u'51.521111111111 -0.12888888888889'];6944357;23 May 1949;1949-05-23;David Chilton Phillips
379;University College London;[u'51.524788888889 -0.13357777777778'];;23 May 1949;1949-05-23;David Chilton Phillips
380;European Bioinformatics Institute;[u'52.07993333 0.18673611'];;23 May 1949;1949-05-23;David Chilton Phillips
381;Wellcome Genome Campus;[u'52.083333333333 0.18333333333333'];;23 May 1949;1949-05-23;David Chilton Phillips
382;Medical Research Council;[];;1978;1978-01-01;David Chilton Phillips
383;National Academy of Sciences;[u'38.893 -77.0477'];4139709;2001;2001-01-01;Christine Orengo
384;Royal Society;[u'51.505980555556 -0.13246111111111'];;23 May 1949;1949-05-23;David Chilton Phillips
385;Churchill College;[u'52.21259 0.1036'];;2008;2008-01-01;Christine Orengo
386;University of Nottingham;[u'52.939 -1.197'];;23 May 1949;1949-05-23;David Chilton Phillips
387;Hinxton;[u'52.083 0.183'];2646840;23 May 1949;1949-05-23;David Chilton Phillips
388;Cambridge;[u'52.208055555556 0.1225'];2653941;23 May 1949;1949-05-23;David Chilton Phillips
389;Biotechnology and Biological Sciences Research Council;[];;1978;1978-01-01;David Chilton Phillips
390;European Union;[u'50.116944444444 9.2477777777778'];;1978;1978-01-01;David Chilton Phillips
391;Senate;[u'48.848333333333 2.3372777777778'];;18 August 1952;1952-08-18;Martine Aubry
392;Senate;[u'48.848333333333 2.3372777777778'];;18 August 1952;1952-08-18;François Hollande
393;Gard;[u'44.128055555556 4.0816666666667'];3016670;18 August 1952;1952-08-18;Martine Aubry
394;Nîmes;[u'43.836944444444 4.36'];2990363;18 August 1952;1952-08-18;Martine Aubry
395;Avignon;[u'43.948611111111 4.8083333333333'];3035681;18 August 1952;1952-08-18;Martine Aubry
396;Vaucluse;[u'44 5.1666666666667'];2970554;18 August 1952;1952-08-18;Martine Aubry
397;Socialist Party;[u'48.859819 2.3229'];;18 August 1952;1952-08-18;Martine Aubry
398;Soviet Union;[u'55.75 37.616666666667'];;2006;2006-01-01;Igor Belanov
399;Soviet Union;[u'55.75 37.616666666667'];;2006;2006-01-01;Vitaliy Starukhin
400;Verkhovna Rada;[u'50.447305555556 30.536833333333'];;21 April 2011;2011-04-21;Ihor Surkis
401;Kiev;[u'50.45 30.523611111111'];703447;1972;1972-01-01;Igor Belanov
402;Ukrainian Soviet Socialist Republic;[u'50.45 30.5'];690791;1972;1972-01-01;Igor Belanov
403;Moscow;[u'55.755833333333 37.617777777778'];524901;2012;2012-01-01;Irina Deriugina
404;Ukraine;[u'49 32'];690791;1972;1972-01-01;Igor Belanov
405;Borodianka Raion;[u'50.65916667 29.88111111'];;2012;2012-01-01;Irina Deriugina
406;2006 FIFA World Cup;[u'52.514722 13.239444'];;1972;1972-01-01;Igor Belanov
407;Siege of Leningrad;[u'59.930248 30.319061'];;2012;2012-01-01;Irina Deriugina
408;Canada;[u'56 -109'];6251999;1964;1964-01-01;Brad Wall
409;Winnipeg;[u'49.883333 -97.15'];6183235;1964;1964-01-01;Brad Wall
410;Prince Albert;[u'53.2 -105.75'];6113335;1964;1964-01-01;Brad Wall
411;Saskatchewan Federal Penitentiary;[u'53.1975 -105.815'];;1964;1964-01-01;Brad Wall
412;Pakistan;[u'29 69'];1168579;1956;1956-01-01;Fazal Mahmood
413;Schoonhoven;[u'51.933333333333 4.85'];2747505;3 March 1988;1988-03-03;Marco van Basten
414;Netherlands;[u'52.316666666667 5.55'];2750405;3 March 1988;1988-03-03;Marco van Basten
415;A.F.C. Ajax;[u'52.31416667 4.94194444'];;3 March 1988;1988-03-03;Marco van Basten
416;A.F.C. Ajax;[u'52.31416667 4.94194444'];;4 November 2007;2007-11-04;Martin Jol
417;VfB Stuttgart;[u'48.78956111 9.23476944'];;3 March 1988;1988-03-03;Marco van Basten
418;A.F.C. Ajax;[u'52.31416667 4.94194444'];;2008;2008-01-01;Mitchell Donald
419;Sharpeville massacre;[u'-26.6883 27.8719'];;1985;1985-01-01;Lionel Richie
420;Sharpeville massacre;[u'-26.6883 27.8719'];;1985;1985-01-01;Diana Ross
421;Sharpeville massacre;[u'-26.6883 27.8719'];;the year 1956;1956-01-01;Madonna
422;Sharpeville massacre;[u'-26.6883 27.8719'];;1985;1985-01-01;Charles, Prince of Wales
423;Sharpeville massacre;[u'-26.6883 27.8719'];;1985;1985-01-01;Diana, Princess of Wales
424;Fenway Park;[u'42.346388888889 -71.0975'];6618682;1999;1999-01-01;Ted Williams
425;Fenway Park;[u'42.346388888889 -71.0975'];6618682;1999;1999-01-01;Pedro Martinez
426;Fenway Park;[u'42.346388888889 -71.0975'];6618682;1999;1999-01-01;Nomar Garciaparra
427;Fenway Park;[u'42.346388888889 -71.0975'];6618682;1999;1999-01-01;José Offerman
428;Todmorden;[u'53.713 -2.096'];2635744;June 1980;1980-06-01;David Batty
429;Todmorden;[u'53.713 -2.096'];2635744;June 1980;1980-06-01;Zigmund Adamski
430;M62;[u'53.62982 -2.018561'];;June 1980;1980-06-01;Zigmund Adamski
431;Lofthouse, West Yorkshire;[u'53.7267 -1.49829'];2643776;June 1980;1980-06-01;David Batty
432;West Ardsley;[u'53.714 -1.521'];;June 1980;1980-06-01;Zigmund Adamski
433;Dewsbury;[u'53.683333333333 -1.6333333333333'];2651286;June 1980;1980-06-01;Zigmund Adamski
434;East Ardsley;[u'53.725 -1.53923'];2657117;June 1980;1980-06-01;Zigmund Adamski
435;Leeds;[u'53.799722222222 -1.5491666666667'];2644688;June 1980;1980-06-01;Zigmund Adamski
436;Wakefield;[u'53.6801 -1.492'];2634910;June 1980;1980-06-01;David Batty
437;Queens County;[u'45.833333333333 -66'];;1835;1835-01-01;Ward Chipman
438;Brunswick Parish;[u'46.1032 -65.5465'];;1835;1835-01-01;Ward Chipman
439;Canning Parish;[u'45.9666 -66.0917'];;1835;1835-01-01;Ward Chipman
440;Waterborough Parish, New Brunswick;[u'45.5542 -65.5919'];;1835;1835-01-01;Ward Chipman
441;New Brunswick;[u'46 -66'];6087430;1835;1835-01-01;Ward Chipman
442;Miramonte High School;[u'37.840482 -122.146077'];5373558;March 25, 2002;2002-03-25;Kirsten Costas
443;Miramonte High School;[u'37.840482 -122.146077'];5373558;1994;1994-01-01;William A. Graham
444;Miramonte High School;[u'37.840482 -122.146077'];5373558;1994;1994-01-01;Kellie Martin
445;Miramonte High School;[u'37.840482 -122.146077'];5373558;1994;1994-01-01;Tori Spelling
446;United Kingdom;[u'54 -2'];2635167;1994;1994-01-01;William A. Graham
447;Orinda;[u'37.882777777778 -122.17972222222'];5379678;March 25, 2002;2002-03-25;Kirsten Costas
448;California;[u'37 -120'];5332921;March 25, 2002;2002-03-25;Kirsten Costas
449;Fenway Park;[u'42.346388888889 -71.0975'];6618682;1997;1997-01-01;Jerry Remy
450;Boston Red Sox;[u'42.34638889 71.0975'];;1997;1997-01-01;Jerry Remy
451;Myanmar;[u'22 96'];1327865;August;2010-08-01;Alan Rabinowitz
452;Thailand;[u'15 101'];1605651;August;2010-08-01;Alan Rabinowitz
453;Laos;[u'19.366667 102.566667'];1655842;August;2010-08-01;Alan Rabinowitz
454;Cambodia;[u'12.733333 105.666667'];1831722;August;2010-08-01;Alan Rabinowitz
455;Vietnam;[u'14.016666666667 107.9'];1562822;August;2010-08-01;Alan Rabinowitz
456;Mongolia;[u'47 104'];2029969;August;2010-08-01;Alan Rabinowitz
457;Central Asia;[u'45.3 63.9'];7729893;August;2010-08-01;Alan Rabinowitz
458;University of Oxford;[u'51.7611 -1.2534'];;2006;2006-01-01;Thomas Kaplan
459;University of Oxford;[u'51.7611 -1.2534'];;1986;1986-01-01;Luke Hunter
460;Icahn School of Medicine at Mount Sinai;[u'40.7895 -73.9538'];6329835;August;2010-08-01;Alan Rabinowitz
461;Hukawng Valley Tiger Reserve;[u'26.43833333 96.55888889'];;August;2010-08-01;Alan Rabinowitz
462;Belize;[u'17.066666666667 -88.7'];3582678;1986;1986-01-01;Thomas Kaplan
463;Belize;[u'17.066666666667 -88.7'];3582678;1986;1986-01-01;George Schaller
464;Pantanal;[u'-18 -56.5'];;August;2010-08-01;Alan Rabinowitz
465;Bhutan;[u'27.45 90.5'];1252634;August;2010-08-01;Alan Rabinowitz
466;India;[u'21 78'];1269750;August;2010-08-01;Alan Rabinowitz
467;North Korea;[u'40 127'];1873107;April 1982;1982-04-01;Kim Il-sung
468;Pyongyang;[u'39.03 125.73'];1871856;April 1982;1982-04-01;Kim Il-sung
469;Kim Il-sung Square;[u'39.01953 125.75247'];;April 1982;1982-04-01;Kim Il-sung
470;Taedong River;[u'38.865 125.52555555556'];;April 1982;1982-04-01;Kim Il-sung
471;Pyongyang;[u'39.03 125.73'];1871856;April 1982;1982-04-01;Kim Jong-il
472;United States of America;[u'40 -100'];6252001;March 2009;2009-03-01;Heydar Aliyev
473;Russia;[u'55.75 37.616667'];2017370;March 2009;2009-03-01;Heydar Aliyev
474;Turkey;[u'39 36'];298795;March 2009;2009-03-01;Heydar Aliyev
475;Norway;[u'61 8'];3144096;March 2009;2009-03-01;Heydar Aliyev
476;Japan;[u'35 136'];1861060;March 2009;2009-03-01;Heydar Aliyev
477;Baku;[u'40.366655555556 49.835183333333'];587081;March 2009;2009-03-01;Heydar Aliyev
478;Azerbaijan;[u'40.3 47.7'];587116;March 2009;2009-03-01;Heydar Aliyev
479;Caspian Sea;[u'42 51'];630671;March 2009;2009-03-01;Heydar Aliyev
480;International Finance Corporation;[u'38.9022 -77.0478'];;March 2009;2009-03-01;Heydar Aliyev
481;UCLA School of Theater, Film and Television;[u'34.076 -118.44'];;December 2011;2011-12-01;Alfred Molina
482;UCLA School of Theater, Film and Television;[u'34.076 -118.44'];;December 2011;2011-12-01;Fabrice Du Welz
483;UCLA School of Theater, Film and Television;[u'34.076 -118.44'];;December 2011;2011-12-01;Kelly Reichardt
484;UCLA School of Theater, Film and Television;[u'34.076 -118.44'];;December 2011;2011-12-01;Kristen Stewart
485;UCLA School of Theater, Film and Television;[u'34.076 -118.44'];;December 2011;2011-12-01;Laura Dern
486;UCLA School of Theater, Film and Television;[u'34.076 -118.44'];;December 2011;2011-12-01;Michelle Williams
487;UCLA School of Theater, Film and Television;[u'34.076 -118.44'];;December 2011;2011-12-01;Chadwick Boseman
488;UCLA School of Theater, Film and Television;[u'34.076 -118.44'];;December 2011;2011-12-01;Luke Evans
489;Warsaw;[u'52.216666666667 21.033333333333'];756135;14 July 1937;1937-07-14;Tomasz Zaliwski
490;Harare;[u'-17.863888888889 31.029722222222'];890298;17 October 1977;1977-10-17;Matt Banahan
491;Harare;[u'-17.863888888889 31.029722222222'];890298;17 October 1977;1977-10-17;Vintcent van der Bijl
492;Harare;[u'-17.863888888889 31.029722222222'];890298;17 October 1977;1977-10-17;David Barnes
493;Zimbabwe;[u'-19.016667 30.016667'];878675;17 October 1977;1977-10-17;Matt Banahan
494;Qajar dynasty;[u'35.7 51.41666666667'];;1852;1852-01-01;Báb
495;Iran;[u'32 53'];130758;1852;1852-01-01;Báb
496;Síyáh-Chál;[u'35.679722222222 51.420277777778'];;1852;1852-01-01;Báb
497;Tehran;[u'35.7 51.416666666667'];112931;1852;1852-01-01;Báb
498;Wellesley College;[u'42.29528 -71.30667'];4954740;January 8, 1867;1867-01-08;Jane Addams
499;Brutti, sporchi e cattivi;[u'41.90496 12.440944'];;6 November 1932;1932-11-06;Vittorio De Seta
500;Brutti, sporchi e cattivi;[u'41.90496 12.440944'];;6 November 1932;1932-11-06;Florestano Vancini
501;Brutti, sporchi e cattivi;[u'41.90496 12.440944'];;6 November 1932;1932-11-06;Lina Wertmüller
502;Brutti, sporchi e cattivi;[u'41.90496 12.440944'];;6 November 1932;1932-11-06;Valerio Zurlini
503;Brutti, sporchi e cattivi;[u'41.90496 12.440944'];;6 November 1932;1932-11-06;Ettore Scola
504;Brutti, sporchi e cattivi;[u'41.90496 12.440944'];;6 November 1932;1932-11-06;Carlo Di Palma
505;Brutti, sporchi e cattivi;[u'41.90496 12.440944'];;6 November 1932;1932-11-06;Sergio Corbucci
506;Brutti, sporchi e cattivi;[u'41.90496 12.440944'];;6 November 1932;1932-11-06;Alberto De Martino
507;Salford;[u'53.482777777778 -2.2930555555556'];2638671;8 July 1927;1927-07-08;Steve Fleet
508;Salford;[u'53.482777777778 -2.2930555555556'];2638671;8 July 1927;1927-07-08;Eddie Colman
509;Salford;[u'53.482777777778 -2.2930555555556'];2638671;8 July 1927;1927-07-08;Brian Doyle
510;Delft;[u'52.011944444444 4.3594444444444'];2757345;1601;1601-01-01;Hans Jordaens
511;Delft;[u'52.011944444444 4.3594444444444'];2757345;1601;1601-01-01;Palamedes Palamedesz
512;Delft;[u'52.011944444444 4.3594444444444'];2757345;1601;1601-01-01;Michiel Jansz. van Mierevelt
513;Amsterdam;[u'52.383333333333 4.9'];2759794;1601;1601-01-01;Hans Jordaens
514;Netherlands Institute for Art History;[u'52.003008 4.329432'];;1601;1601-01-01;Hans Jordaens
515;Netherlands Institute for Art History;[u'52.003008 4.329432'];;1638;1638-01-01;Ludolf Leendertsz de Jongh
516;Los Angeles;[u'34.05 -118.25'];5368361;September 25, 2007;2007-09-25;Reef the Lost Cauze
517;Los Angeles;[u'34.05 -118.25'];5368361;September 25, 2007;2007-09-25;Vinnie Paz
518;Los Angeles;[u'34.05 -118.25'];5368361;September 25, 2007;2007-09-25;Jus Allah
519;Los Angeles;[u'34.05 -118.25'];5368361;September 25, 2007;2007-09-25;Esoteric
520;Los Angeles;[u'34.05 -118.25'];5368361;September 25, 2007;2007-09-25;Celph Titled
521;Los Angeles;[u'34.05 -118.25'];5368361;September 25, 2007;2007-09-25;King Syze
522;Los Angeles;[u'34.05 -118.25'];5368361;September 25, 2007;2007-09-25;Doap Nixon
523;Los Angeles;[u'34.05 -118.25'];5368361;September 25, 2007;2007-09-25;Apathy
524;Boston Red Sox;[u'42.34638889 71.0975'];;1993;1993-01-01;Frank Viola
525;Boston Red Sox;[u'42.34638889 71.0975'];;1993;1993-01-01;Cory Bailey
526;Jack Russell Memorial Stadium;[u'27.974444 -82.789167'];;1993;1993-01-01;Frank Viola
527;Clearwater;[u'27.973611111111 -82.764166666667'];4151316;1993;1993-01-01;Frank Viola
528;Patmos;[u'37.310833333333 26.549166666667'];255687;1834;1834-01-01;Samuel Thomas Bloomfield
